주문번호,주문일,주문시간,채널,카테고리,상품명,SKU,수량,단가,합계,배송지역,주문상태
OY-260310-0112,2026-03-10,18:27,올리브영,디퓨저,와일드 가든 디퓨저,LB-DF-003,2,21000,42000,서울,배송완료
KK-260310-0116,2026-03-10,18:40,카카오선물하기,섬유향수,선 드라이 코튼 섬유향수,LB-FF-009,1,15800,15800,서울,배송완료
OY-260310-0109,2026-03-10,18:52,올리브영,섬유향수,사이 섬유향수,LB-FF-001,2,15800,31600,서울,배송완료
KK-260310-0117,2026-03-10,19:13,카카오선물하기,선물세트,섬유향수 듀오 세트,LB-SET-001,1,31600,31600,전북,배송중
KK-260310-0119,2026-03-10,19:14,카카오선물하기,선물세트,섬유향수&디퓨저 세트,LB-SET-004,1,36800,36800,서울,배송완료
MS-260310-0160,2026-03-10,19:23,무신사,핸드크림,플라워 소사이어티 핸드크림,LB-HC-003,1,15200,15200,경기,교환완료
MS-260310-0183,2026-03-10,20:01,무신사,섬유향수,칠 섬유향수,LB-FF-003,1,15000,15000,서울,배송완료
OY-260310-0115,2026-03-10,20:23,올리브영,룸스프레이,포레스트 던 룸스프레이,LB-RS-003,3,24000,72000,인천,배송완료
KK-260310-0128,2026-03-10,20:30,카카오선물하기,선물세트,섬유향수&디퓨저 세트,LB-SET-004,2,36800,73600,서울,배송완료
KK-260310-0134,2026-03-10,20:59,카카오선물하기,디퓨저,메이 라일락 디퓨저,LB-DF-004,1,21000,21000,서울,배송완료
OY-260310-0111,2026-03-10,21:34,올리브영,섬유향수,민티 섬유향수,LB-FF-008,1,15800,15800,울산,반품완료
KK-260310-0129,2026-03-10,21:43,카카오선물하기,선물세트,아로마 오일 롤온&괄사 세트,LB-SET-003,1,34000,34000,경북,배송완료
KK-260310-0133,2026-03-10,21:44,카카오선물하기,섬유향수,헤베 섬유향수,LB-FF-004,1,15800,15800,대구,배송완료
KK-260310-0124,2026-03-10,21:53,카카오선물하기,핸드크림,플라워 소사이어티 핸드크림,LB-HC-003,2,16000,32000,부산,배송완료
MS-260310-0158,2026-03-10,22:10,무신사,섬유향수,와일드 가든 섬유향수,LB-FF-006,2,15000,30000,서울,배송완료
CM-260310-0063,2026-03-10,22:29,29CM,섬유향수,선 드라이 섬유향수,LB-FF-005,1,15300,15300,전남,교환완료
KK-260310-0113,2026-03-10,23:29,카카오선물하기,선물세트,섬유향수 듀오 세트,LB-SET-001,2,31600,63200,부산,배송완료
OY-260310-0113,2026-03-10,23:36,올리브영,섬유향수,선 드라이 코튼 섬유향수,LB-FF-009,1,15800,15800,경기,배송완료
KK-260310-0130,2026-03-10,23:58,카카오선물하기,선물세트,룸스프레이&디퓨저 세트,LB-SET-005,1,45000,45000,경기,배송완료
OY-260311-0135,2026-03-11,00:48,올리브영,섬유향수,칠 섬유향수,LB-FF-003,3,15800,47400,서울,배송완료
OY-260311-0130,2026-03-11,03:05,올리브영,섬유향수,헤베 섬유향수,LB-FF-004,1,15800,15800,부산,배송완료
KK-260311-0140,2026-03-11,04:06,카카오선물하기,향수,그린 사운즈 오 드 퍼퓸,LB-EDP-003,1,59000,59000,경기,배송완료
MS-260311-0195,2026-03-11,05:18,무신사,섬유향수,요이 섬유향수,LB-FF-007,1,15000,15000,인천,배송중
LB-260311-0092,2026-03-11,05:45,자사몰,섬유향수,칠 섬유향수,LB-FF-003,1,15800,15800,경기,배송완료
OY-260311-0129,2026-03-11,06:16,올리브영,섬유향수,선 드라이 코튼 섬유향수,LB-FF-009,1,15800,15800,충북,배송완료
MS-260311-0205,2026-03-11,06:59,무신사,디퓨저,탠저린 블랙 디퓨저,LB-DF-002,2,19900,39800,경북,배송완료
MS-260311-0188,2026-03-11,07:00,무신사,룸스프레이,포레스트 던 룸스프레이,LB-RS-003,1,22800,22800,경기,배송완료
MS-260311-0196,2026-03-11,07:36,무신사,핸드크림,바질 인스파이어 핸드크림,LB-HC-001,1,15200,15200,대구,배송중
KK-260311-0156,2026-03-11,07:56,카카오선물하기,디퓨저,포레스트 던 디퓨저,LB-DF-001,1,21000,21000,서울,배송완료
LB-260311-0102,2026-03-11,08:07,자사몰,섬유향수,칠 섬유향수,LB-FF-003,2,15800,31600,대구,반품완료
MS-260311-0210,2026-03-11,08:21,무신사,섬유향수,와일드 가든 섬유향수,LB-FF-006,2,15000,30000,경기,교환완료
CM-260311-0067,2026-03-11,08:40,29CM,디퓨저,타이니데스크 콜라보 디퓨저,LB-DF-005,1,35800,35800,인천,반품완료
KK-260311-0157,2026-03-11,08:50,카카오선물하기,디퓨저,타이니데스크 콜라보 디퓨저,LB-DF-005,1,37000,37000,서울,배송완료
OY-260311-0122,2026-03-11,09:01,올리브영,룸스프레이,포레스트 던 룸스프레이,LB-RS-003,1,24000,24000,인천,배송완료
CM-260311-0068,2026-03-11,09:02,29CM,디퓨저,타이니데스크 콜라보 디퓨저,LB-DF-005,2,35800,71600,경기,배송완료
OY-260311-0141,2026-03-11,09:07,올리브영,핸드크림,플라워 소사이어티 핸드크림,LB-HC-003,1,16000,16000,충북,배송완료
MS-260311-0208,2026-03-11,09:18,무신사,선물세트,섬유향수 듀오 세트,LB-SET-001,3,30000,90000,인천,교환완료
LB-260311-0106,2026-03-11,09:18,자사몰,섬유향수,헤베 섬유향수,LB-FF-004,1,15800,15800,서울,배송완료
CM-260311-0071,2026-03-11,09:22,29CM,섬유향수,민티 섬유향수,LB-FF-008,1,15300,15300,부산,배송완료
OY-260311-0125,2026-03-11,09:25,올리브영,룸스프레이,스틸 웨이브 룸스프레이,LB-RS-001,1,24000,24000,경기,반품완료
LB-260311-0094,2026-03-11,09:42,자사몰,룸스프레이,포레스트 던 룸스프레이,LB-RS-003,1,24000,24000,서울,반품완료
MS-260311-0211,2026-03-11,09:53,무신사,디퓨저,와일드 가든 디퓨저,LB-DF-003,1,19900,19900,서울,배송완료
MS-260311-0191,2026-03-11,10:07,무신사,섬유향수,사이 섬유향수,LB-FF-001,2,15000,30000,서울,배송완료
OY-260311-0131,2026-03-11,10:34,올리브영,디퓨저,포레스트 던 디퓨저,LB-DF-001,2,21000,42000,경기,배송완료
LB-260311-0105,2026-03-11,10:39,자사몰,향수,클라우드 사이 오 드 퍼퓸,LB-EDP-002,2,55000,110000,제주,배송완료
KK-260311-0142,2026-03-11,10:49,카카오선물하기,선물세트,아로마 오일 롤온&괄사 세트,LB-SET-003,1,34000,34000,인천,배송완료
KK-260311-0144,2026-03-11,11:36,카카오선물하기,선물세트,섬유향수&디퓨저 세트,LB-SET-004,1,36800,36800,서울,배송중
KK-260311-0152,2026-03-11,11:49,카카오선물하기,섬유향수,사이 섬유향수,LB-FF-001,1,15800,15800,경남,배송완료
OY-260311-0138,2026-03-11,12:02,올리브영,디퓨저,메이 라일락 디퓨저,LB-DF-004,2,21000,42000,서울,배송완료
OY-260311-0120,2026-03-11,12:05,올리브영,룸스프레이,포레스트 던 룸스프레이,LB-RS-003,1,24000,24000,서울,배송완료
KK-260311-0154,2026-03-11,12:08,카카오선물하기,디퓨저,타이니데스크 콜라보 디퓨저,LB-DF-005,3,37000,111000,인천,배송완료
MS-260311-0192,2026-03-11,12:15,무신사,섬유향수,선 드라이 섬유향수,LB-FF-005,1,15000,15000,서울,배송완료
OY-260311-0123,2026-03-11,12:20,올리브영,디퓨저,타이니데스크 콜라보 디퓨저,LB-DF-005,1,37000,37000,서울,배송중
KK-260311-0138,2026-03-11,12:28,카카오선물하기,선물세트,섬유향수 듀오 세트,LB-SET-001,1,31600,31600,서울,배송완료
OY-260311-0121,2026-03-11,12:46,올리브영,디퓨저,타이니데스크 콜라보 디퓨저,LB-DF-005,1,37000,37000,경기,교환완료
OY-260311-0126,2026-03-11,12:48,올리브영,섬유향수,헤베 섬유향수,LB-FF-004,1,15800,15800,대구,배송완료
MS-260311-0200,2026-03-11,12:52,무신사,디퓨저,와일드 가든 디퓨저,LB-DF-003,1,19900,19900,제주,배송완료
LB-260311-0099,2026-03-11,12:54,자사몰,핸드크림,티 슬로우 핸드크림,LB-HC-002,2,16000,32000,경기,배송완료
MS-260311-0199,2026-03-11,13:23,무신사,섬유향수,크리미 우드 섬유향수,LB-FF-002,1,15000,15000,경기,배송완료
KK-260311-0150,2026-03-11,13:49,카카오선물하기,선물세트,아로마 오일 롤온&괄사 세트,LB-SET-003,2,34000,68000,서울,배송완료
MS-260311-0189,2026-03-11,13:50,무신사,핸드크림,티 슬로우 핸드크림,LB-HC-002,3,15200,45600,서울,배송완료
CM-260311-0066,2026-03-11,13:52,29CM,디퓨저,포레스트 던 디퓨저,LB-DF-001,1,20300,20300,서울,배송완료
OY-260311-0132,2026-03-11,13:56,올리브영,디퓨저,포레스트 던 디퓨저,LB-DF-001,1,21000,21000,경기,배송완료
MS-260311-0203,2026-03-11,13:58,무신사,룸스프레이,포레스트 던 룸스프레이,LB-RS-003,2,22800,45600,경남,배송완료
MS-260311-0212,2026-03-11,14:00,무신사,향수,플라워 소사이어티 오 드 퍼퓸,LB-EDP-007,2,56000,112000,경기,배송완료
OY-260311-0136,2026-03-11,14:13,올리브영,디퓨저,포레스트 던 디퓨저,LB-DF-001,1,21000,21000,인천,배송완료
CM-260311-0069,2026-03-11,14:31,29CM,룸스프레이,포레스트 던 룸스프레이,LB-RS-003,1,23200,23200,울산,교환완료
LB-260311-0093,2026-03-11,14:44,자사몰,디퓨저,메이 라일락 디퓨저,LB-DF-004,1,21000,21000,인천,배송완료
CM-260311-0065,2026-03-11,15:07,29CM,향수,스노우 사이 오 드 퍼퓸,LB-EDP-001,2,53300,106600,서울,반품완료
KK-260311-0137,2026-03-11,15:11,카카오선물하기,선물세트,섬유향수 듀오 세트,LB-SET-001,1,31600,31600,서울,배송완료
MS-260311-0201,2026-03-11,15:13,무신사,섬유향수,와일드 가든 섬유향수,LB-FF-006,1,15000,15000,경기,배송완료
MS-260311-0194,2026-03-11,15:20,무신사,선물세트,섬유향수&디퓨저 세트,LB-SET-004,2,34900,69800,강원,배송완료
KK-260311-0139,2026-03-11,15:24,카카오선물하기,디퓨저,포레스트 던 디퓨저,LB-DF-001,1,21000,21000,서울,반품완료
CM-260311-0073,2026-03-11,15:27,29CM,디퓨저,탠저린 블랙 디퓨저,LB-DF-002,1,20300,20300,경남,교환완료
OY-260311-0137,2026-03-11,15:39,올리브영,섬유향수,사이 섬유향수,LB-FF-001,1,15800,15800,인천,배송완료
KK-260311-0151,2026-03-11,15:41,카카오선물하기,핸드크림,플라워 소사이어티 핸드크림,LB-HC-003,1,16000,16000,충북,배송완료
OY-260311-0134,2026-03-11,15:42,올리브영,향수,그린 사운즈 오 드 퍼퓸,LB-EDP-003,2,59000,118000,충북,배송완료
KK-260311-0147,2026-03-11,15:45,카카오선물하기,선물세트,섬유향수&핸드크림 세트,LB-SET-002,2,31800,63600,서울,배송완료
MS-260311-0202,2026-03-11,16:43,무신사,섬유향수,헤베 섬유향수,LB-FF-004,1,15000,15000,대전,배송완료
CM-260311-0072,2026-03-11,17:05,29CM,선물세트,섬유향수&핸드크림 세트,LB-SET-002,2,30800,61600,대구,배송중
OY-260311-0127,2026-03-11,17:24,올리브영,디퓨저,탠저린 블랙 디퓨저,LB-DF-002,1,21000,21000,인천,반품완료
LB-260311-0090,2026-03-11,17:44,자사몰,디퓨저,포레스트 던 디퓨저,LB-DF-001,1,21000,21000,경기,배송완료
KK-260311-0146,2026-03-11,17:58,카카오선물하기,향수,플라워 소사이어티 오 드 퍼퓸,LB-EDP-007,1,59000,59000,부산,배송완료
CM-260311-0074,2026-03-11,18:20,29CM,향수,아트 북 오 드 퍼퓸,LB-EDP-009,1,57200,57200,인천,배송완료
KK-260311-0145,2026-03-11,18:36,카카오선물하기,섬유향수,요이 섬유향수,LB-FF-007,3,15800,47400,경기,배송완료
LB-260311-0104,2026-03-11,18:39,자사몰,선물세트,아로마 오일 롤온&괄사 세트,LB-SET-003,1,34000,34000,서울,교환완료
MS-260311-0197,2026-03-11,18:48,무신사,향수,아트 북 오 드 퍼퓸,LB-EDP-009,1,56000,56000,서울,배송중
KK-260311-0149,2026-03-11,18:52,카카오선물하기,선물세트,섬유향수&디퓨저 세트,LB-SET-004,1,36800,36800,충남,배송완료
LB-260311-0097,2026-03-11,19:00,자사몰,향수,그린 사운즈 오 드 퍼퓸,LB-EDP-003,2,59000,118000,경기,배송완료
LB-260311-0096,2026-03-11,19:05,자사몰,섬유향수,헤베 섬유향수,LB-FF-004,1,15800,15800,인천,교환완료
KK-260311-0143,2026-03-11,19:24,카카오선물하기,향수,스팀 글로스 오 드 퍼퓸,LB-EDP-005,1,55000,55000,서울,배송완료
KK-260311-0158,2026-03-11,19:33,카카오선물하기,선물세트,아로마 오일 롤온&괄사 세트,LB-SET-003,2,34000,68000,부산,배송완료
OY-260311-0128,2026-03-11,19:39,올리브영,섬유향수,사이 섬유향수,LB-FF-001,1,15800,15800,서울,배송완료
MS-260311-0204,2026-03-11,19:39,무신사,섬유향수,칠 섬유향수,LB-FF-003,1,15000,15000,인천,교환완료
LB-260311-0091,2026-03-11,19:51,자사몰,향수,아트 북 오 드 퍼퓸,LB-EDP-009,2,59000,118000,충남,배송완료
LB-260311-0095,2026-03-11,20:01,자사몰,선물세트,섬유향수 듀오 세트,LB-SET-001,1,31600,31600,광주,배송완료
KK-260311-0141,2026-03-11,20:04,카카오선물하기,디퓨저,포레스트 던 디퓨저,LB-DF-001,2,21000,42000,경북,배송중
MS-260311-0209,2026-03-11,20:04,무신사,핸드크림,바질 인스파이어 핸드크림,LB-HC-001,2,15200,30400,서울,배송완료
OY-260311-0139,2026-03-11,20:14,올리브영,디퓨저,메이 라일락 디퓨저,LB-DF-004,2,21000,42000,대구,배송완료
LB-260311-0103,2026-03-11,20:42,자사몰,향수,캠퍼스 피크닉 오 드 퍼퓸,LB-EDP-006,1,55000,55000,인천,교환완료
CM-260311-0070,2026-03-11,20:55,29CM,섬유향수,요이 섬유향수,LB-FF-007,1,15300,15300,광주,반품완료
KK-260311-0155,2026-03-11,20:57,카카오선물하기,선물세트,섬유향수&디퓨저 세트,LB-SET-004,1,36800,36800,경기,배송완료
OY-260311-0140,2026-03-11,20:59,올리브영,향수,그린 사운즈 오 드 퍼퓸,LB-EDP-003,1,59000,59000,부산,배송완료
CM-260311-0075,2026-03-11,21:09,29CM,섬유향수,사이 섬유향수,LB-FF-001,2,15300,30600,서울,배송완료
OY-260311-0124,2026-03-11,21:26,올리브영,디퓨저,와일드 가든 디퓨저,LB-DF-003,1,21000,21000,울산,배송완료
OY-260311-0133,2026-03-11,21:29,올리브영,섬유향수,사이 섬유향수,LB-FF-001,1,15800,15800,울산,배송완료
MS-260311-0193,2026-03-11,21:41,무신사,디퓨저,포레스트 던 디퓨저,LB-DF-001,1,19900,19900,경기,배송완료
LB-260311-0101,2026-03-11,21:44,자사몰,섬유향수,칠 섬유향수,LB-FF-003,2,15800,31600,경기,배송완료
KK-260311-0153,2026-03-11,21:45,카카오선물하기,선물세트,섬유향수 듀오 세트,LB-SET-001,1,31600,31600,서울,교환완료
MS-260311-0206,2026-03-11,21:57,무신사,섬유향수,칠 섬유향수,LB-FF-003,1,15000,15000,서울,배송완료
LB-260311-0098,2026-03-11,22:06,자사몰,선물세트,섬유향수&디퓨저 세트,LB-SET-004,1,36800,36800,전북,배송완료
KK-260311-0148,2026-03-11,22:07,카카오선물하기,선물세트,섬유향수&핸드크림 세트,LB-SET-002,1,31800,31800,서울,배송완료
MS-260311-0207,2026-03-11,22:39,무신사,섬유향수,요이 섬유향수,LB-FF-007,2,15000,30000,경북,배송완료
LB-260311-0100,2026-03-11,22:59,자사몰,향수,스노우 사이 오 드 퍼퓸,LB-EDP-001,1,55000,55000,서울,배송완료
MS-260311-0190,2026-03-11,23:30,무신사,룸스프레이,스틸 웨이브 룸스프레이,LB-RS-001,1,22800,22800,경기,배송완료
MS-260311-0198,2026-03-11,23:33,무신사,섬유향수,헤베 섬유향수,LB-FF-004,1,15000,15000,서울,배송완료
OY-260312-0154,2026-03-12,00:44,올리브영,섬유향수,크리미 우드 섬유향수,LB-FF-002,1,15800,15800,울산,배송완료
MS-260312-0221,2026-03-12,02:07,무신사,디퓨저,와일드 가든 디퓨저,LB-DF-003,2,19900,39800,인천,교환완료
MS-260312-0218,2026-03-12,02:46,무신사,선물세트,섬유향수&핸드크림 세트,LB-SET-002,1,30200,30200,충남,반품완료
LB-260312-0108,2026-03-12,06:01,자사몰,디퓨저,와일드 가든 디퓨저,LB-DF-003,1,21000,21000,경기,반품완료
LB-260312-0114,2026-03-12,06:30,자사몰,선물세트,아로마 오일 롤온&괄사 세트,LB-SET-003,1,34000,34000,인천,교환완료
KK-260312-0179,2026-03-12,06:52,카카오선물하기,향수,그린 사운즈 오 드 퍼퓸,LB-EDP-003,2,59000,118000,서울,배송완료
KK-260312-0162,2026-03-12,07:28,카카오선물하기,향수,티 슬로우 오 드 퍼퓸,LB-EDP-008,1,55000,55000,서울,배송완료
OY-260312-0165,2026-03-12,07:54,올리브영,룸스프레이,소호 유자 룸스프레이,LB-RS-002,1,24000,24000,경기,반품완료
LB-260312-0115,2026-03-12,08:04,자사몰,선물세트,룸스프레이&디퓨저 세트,LB-SET-005,1,45000,45000,강원,배송완료
KK-260312-0178,2026-03-12,08:11,카카오선물하기,선물세트,룸스프레이&디퓨저 세트,LB-SET-005,1,45000,45000,부산,배송완료
MS-260312-0238,2026-03-12,08:35,무신사,섬유향수,민티 섬유향수,LB-FF-008,2,15000,30000,서울,배송완료
OY-260312-0160,2026-03-12,09:08,올리브영,섬유향수,와일드 가든 섬유향수,LB-FF-006,3,15800,47400,서울,교환완료
LB-260312-0122,2026-03-12,09:21,자사몰,향수,티 슬로우 오 드 퍼퓸,LB-EDP-008,1,55000,55000,서울,배송완료
MS-260312-0223,2026-03-12,09:31,무신사,향수,로즈 제스트 오 드 퍼퓸,LB-EDP-004,1,56000,56000,서울,배송중
LB-260312-0126,2026-03-12,09:34,자사몰,섬유향수,칠 섬유향수,LB-FF-003,1,15800,15800,서울,배송완료
LB-260312-0109,2026-03-12,09:38,자사몰,섬유향수,크리미 우드 섬유향수,LB-FF-002,1,15800,15800,충남,반품완료
MS-260312-0227,2026-03-12,09:40,무신사,핸드크림,티 슬로우 핸드크림,LB-HC-002,1,15200,15200,서울,배송완료
KK-260312-0177,2026-03-12,09:46,카카오선물하기,선물세트,섬유향수&디퓨저 세트,LB-SET-004,1,36800,36800,제주,배송완료
KK-260312-0161,2026-03-12,09:48,카카오선물하기,선물세트,룸스프레이&디퓨저 세트,LB-SET-005,1,45000,45000,부산,배송중
KK-260312-0180,2026-03-12,10:07,카카오선물하기,디퓨저,메이 라일락 디퓨저,LB-DF-004,1,21000,21000,경남,배송완료
LB-260312-0125,2026-03-12,10:23,자사몰,룸스프레이,스틸 웨이브 룸스프레이,LB-RS-001,2,24000,48000,경남,배송완료
OY-260312-0162,2026-03-12,10:35,올리브영,디퓨저,포레스트 던 디퓨저,LB-DF-001,1,21000,21000,광주,배송완료
KK-260312-0171,2026-03-12,10:37,카카오선물하기,룸스프레이,소호 유자 룸스프레이,LB-RS-002,2,24000,48000,경기,반품완료
LB-260312-0118,2026-03-12,10:41,자사몰,향수,스노우 사이 오 드 퍼퓸,LB-EDP-001,1,55000,55000,부산,배송완료
KK-260312-0183,2026-03-12,10:59,카카오선물하기,디퓨저,와일드 가든 디퓨저,LB-DF-003,1,21000,21000,인천,배송완료
KK-260312-0174,2026-03-12,11:03,카카오선물하기,디퓨저,포레스트 던 디퓨저,LB-DF-001,1,21000,21000,서울,배송완료
